symbol,name,currency,summary,category_group,category,exchange,mic
^NQDMXUS30AUDT,NASDAQ DM Ex US Financials AUD ,AUD,"The NASDAQ DM Ex US Financials AUD Index is designed to track the performance of financial companies in developed markets, excluding the United States, denominated in Australian Dollars. It aims to represent the financial sector within this specific geographic and currency scope. The index reflects the total return.",Financials,Financials,NIM,
^NQDMXUS30CAD,NASDAQ DM Ex US Financials CAD ,CAD,"The NASDAQ DM Ex US Financials CAD Index measures the performance of the Financials sector in Developed Markets, excluding the United States, and is calculated in Canadian Dollars (CAD). It provides a currency-hedged view of this sector. The index is market-capitalization weighted.",Financials,Financials,NIM,
^NQDMXUS30CADN,NASDAQ DM Ex US Financials CAD ,CAD,"The NASDAQ DM Ex US Financials CAD Index is designed to track the performance of financial companies in developed markets, excluding the United States, denominated in Canadian Dollars. It aims to represent the financial sector within this specific geographic and currency scope. The index reflects the net total return.",Financials,Financials,NIM,
^NQDMXUS30CADT,NASDAQ DM Ex US Financials CAD ,CAD,"The NASDAQ DM Ex US Financials CAD Index is designed to track the performance of financial companies in developed markets, excluding the United States, denominated in Canadian Dollars. It aims to represent the financial sector within this specific geographic and currency scope. The index reflects the total return.",Financials,Financials,NIM,
^NQDMXUS30EUR,NASDAQ DM Ex US Financials EUR ,EUR,"The NASDAQ DM Ex US Financials EUR Index tracks the performance of the Financials sector in Developed Markets, excluding the United States, and is calculated in Euros (EUR). It provides a currency-hedged view of this sector. The index is market-capitalization weighted.",Financials,Financials,NIM,
^NQDMXUS30EURN,NASDAQ DM Ex US Financials EUR ,EUR,"The NASDAQ DM Ex US Financials EUR Index is designed to track the performance of financial companies in developed markets, excluding the United States, denominated in Euros. It aims to represent the financial sector within this specific geographic and currency scope. The index reflects the net total return.",Financials,Financials,NIM,
^NQDMXUS30EURT,NASDAQ DM Ex US Financials EUR ,EUR,"The NASDAQ DM Ex US Financials EUR Index is designed to track the performance of financial companies in developed markets, excluding the United States, denominated in Euros. It aims to represent the financial sector within this specific geographic and currency scope. The index reflects the total return.",Financials,Financials,NIM,
^NQDMXUS30GBP,NASDAQ DM Ex US Financials GBP ,GBP,"The NASDAQ DM Ex US Financials GBP Index measures the performance of the Financials sector in Developed Markets, excluding the United States, and is calculated in British Pounds (GBP). It provides a currency-hedged view of this sector. The index is market-capitalization weighted.",Financials,Financials,NIM,
^NQDMXUS30GBPN,NASDAQ DM Ex US Financials GBP ,GBP,"The NASDAQ DM Ex US Financials GBP Index is designed to track the performance of financial companies in developed markets, excluding the United States, denominated in British Pounds. It aims to represent the financial sector within this specific geographic and currency scope. The index reflects the net total return.",Financials,Financials,NIM,
^NQDMXUS30GBPT,NASDAQ DM Ex US Financials GBP ,GBP,"The NASDAQ DM Ex US Financials GBP Index is designed to track the performance of financial companies in developed markets, excluding the United States, denominated in British Pounds. It aims to represent the financial sector within this specific geographic and currency scope. The index reflects the total return.",Financials,Financials,NIM,
^NQDMXUS30JPY,NASDAQ DM Ex US Financials JPY ,JPY,"The NASDAQ DM Ex US Financials JPY Index tracks the performance of the Financials sector in Developed Markets, excluding the United States, and is calculated in Japanese Yen (JPY). It provides a currency-hedged view of this sector. The index is market-capitalization weighted.",Financials,Financials,NIM,
^NQDMXUS30JPYN,NASDAQ DM Ex US Financials JPY ,JPY,"The NASDAQ DM Ex US Financials JPY Index is designed to track the performance of financial companies in developed markets, excluding the United States, denominated in Japanese Yen. It aims to represent the financial sector within this specific geographic and currency scope. The index reflects the net total return.",Financials,Financials,NIM,
^NQDMXUS30JPYT,NASDAQ DM Ex US Financials JPY ,JPY,"The NASDAQ DM Ex US Financials JPY Index is designed to track the performance of financial companies in developed markets, excluding the United States, denominated in Japanese Yen. It aims to represent the financial sector within this specific geographic and currency scope. The index reflects the total return.",Financials,Financials,NIM,
^NQDMXUS30N,NASDAQ DM Ex US Financials NTR ,USD,"The NASDAQ DM Ex US Financials NTR Index tracks the performance of the Financials sector in Developed Markets, excluding the United States, with net total return. It reflects the price appreciation, dividends, less withholding tax. The index is market-capitalization weighted.",Financials,Financials,NIM,
^NQDMXUS30T,NASDAQ DM Ex US Financials TR I,USD,"The NASDAQ DM Ex US Financials TR Index measures the total return performance of the Financials sector in Developed Markets, excluding the United States. The total return includes price appreciation and gross dividend income. The index is market-capitalization weighted.",Financials,Financials,NIM,
^NQDMXUS35,Nasdaq DM Ex US Real Estate Ind,USD,"The Nasdaq DM Ex US Real Estate Index tracks the performance of companies in the Real Estate sector within developed markets, excluding the United States. It is a market-capitalization weighted index. The index serves as a benchmark for measuring the performance of Real Estate companies outside the US.",Real Estate,Real Estate Services,NIM,
^NQDMXUS35AUD,Nasdaq DM Ex US Real Estate AUD,AUD,"The NASDAQ DM Ex US Real Estate AUD Index is designed to reflect the performance of the Real Estate sector in Developed Markets, excluding the United States, and is calculated in Australian Dollars (AUD). It provides a currency-hedged view of this sector. The index is market-capitalization weighted.",Real Estate,Real Estate Services,NIM,
^NQDMXUS35AUDN,Nasdaq DM Ex US Real Estate AUD,AUD,"The Nasdaq DM Ex US Real Estate AUD Index tracks the performance of real estate companies in developed markets, excluding the United States, and is denominated in Australian Dollars. The index represents the real estate sector within this specific geographic and currency scope. The index reflects the net total return.",Real Estate,Real Estate Services,NIM,
^NQDMXUS35AUDT,Nasdaq DM Ex US Real Estate AUD,AUD,"The Nasdaq DM Ex US Real Estate AUD Index tracks the performance of real estate companies in developed markets, excluding the United States, and is denominated in Australian Dollars. The index represents the real estate sector within this specific geographic and currency scope. The index reflects the total return.",Real Estate,Real Estate Services,NIM,
^NQDMXUS35CAD,Nasdaq DM Ex US Real Estate CAD,CAD,"The NASDAQ DM Ex US Real Estate CAD Index measures the performance of the Real Estate sector in Developed Markets, excluding the United States, and is calculated in Canadian Dollars (CAD). It provides a currency-hedged view of this sector. The index is market-capitalization weighted.",Real Estate,Real Estate Services,NIM,
^NQDMXUS35CADN,Nasdaq DM Ex US Real Estate CAD,CAD,"The Nasdaq DM Ex US Real Estate CAD Index tracks the performance of real estate companies in developed markets, excluding the United States, and is denominated in Canadian Dollars. The index represents the real estate sector within this specific geographic and currency scope. The index reflects the net total return.",Real Estate,Real Estate Services,NIM,
^NQDMXUS35CADT,Nasdaq DM Ex US Real Estate CAD,CAD,"The Nasdaq DM Ex US Real Estate CAD Index tracks the performance of real estate companies in developed markets, excluding the United States, and is denominated in Canadian Dollars. The index represents the real estate sector within this specific geographic and currency scope. The index reflects the total return.",Real Estate,Real Estate Services,NIM,
^NQDMXUS35EUR,Nasdaq DM Ex US Real Estate EUR,EUR,"The NASDAQ DM Ex US Real Estate EUR Index tracks the performance of the Real Estate sector in Developed Markets, excluding the United States, and is calculated in Euros (EUR). It provides a currency-hedged view of this sector. The index is market-capitalization weighted.",Real Estate,Real Estate Services,NIM,
^NQDMXUS35EURN,Nasdaq DM Ex US Real Estate EUR,EUR,"The Nasdaq DM Ex US Real Estate EUR Index tracks the performance of real estate companies in developed markets, excluding the United States, and is denominated in Euros. The index represents the real estate sector within this specific geographic and currency scope. The index reflects the net total return.",Real Estate,Real Estate Services,NIM,
^NQDMXUS35EURT,Nasdaq DM Ex US Real Estate EUR,EUR,"The Nasdaq DM Ex US Real Estate EUR Index tracks the performance of real estate companies in developed markets, excluding the United States, and is denominated in Euros. The index represents the real estate sector within this specific geographic and currency scope. The index reflects the total return.",Real Estate,Real Estate Services,NIM,
^NQDMXUS35GBP,Nasdaq DM Ex US Real Estate GBP,GBP,"The NASDAQ DM Ex US Real Estate GBP Index measures the performance of the Real Estate sector in Developed Markets, excluding the United States, and is calculated in British Pounds (GBP). It provides a currency-hedged view of this sector. The index is market-capitalization weighted.",Real Estate,Real Estate Services,NIM,
^NQDMXUS35GBPN,Nasdaq DM Ex US Real Estate GBP,GBP,"The Nasdaq DM Ex US Real Estate GBP Index tracks the performance of real estate companies in developed markets, excluding the United States, and is denominated in British Pounds. The index represents the real estate sector within this specific geographic and currency scope. The index reflects the net total return.",Real Estate,Real Estate Services,NIM,
^NQDMXUS35GBPT,Nasdaq DM Ex US Real Estate GBP,GBP,"The Nasdaq DM Ex US Real Estate GBP Index tracks the performance of real estate companies in developed markets, excluding the United States, and is denominated in British Pounds. The index represents the real estate sector within this specific geographic and currency scope. The index reflects the total return.",Real Estate,Real Estate Services,NIM,
^NQDMXUS35JPY,Nasdaq DM Ex US Real Estate JPY,JPY,"The NASDAQ DM Ex US Real Estate JPY Index tracks the performance of the Real Estate sector in Developed Markets, excluding the United States, and is calculated in Japanese Yen (JPY). It provides a currency-hedged view of this sector. The index is market-capitalization weighted.",Real Estate,Real Estate Services,NIM,
^NQDMXUS35JPYN,Nasdaq DM Ex US Real Estate JPY,JPY,"The Nasdaq DM Ex US Real Estate JPY Index tracks the performance of real estate companies in developed markets, excluding the United States, and is denominated in Japanese Yen. The index represents the real estate sector within this specific geographic and currency scope. The index reflects the net total return.",Real Estate,Real Estate Services,NIM,
^NQDMXUS35JPYT,Nasdaq DM Ex US Real Estate JPY,JPY,"The Nasdaq DM Ex US Real Estate JPY Index tracks the performance of real estate companies in developed markets, excluding the United States, and is denominated in Japanese Yen. The index represents the real estate sector within this specific geographic and currency scope. The index reflects the total return.",Real Estate,Real Estate Services,NIM,
^NQDMXUS35N,Nasdaq DM Ex US Real Estate NTR,USD,"The NASDAQ DM Ex US Real Estate NTR Index tracks the performance of the Real Estate sector in Developed Markets, excluding the United States, with net total return. It reflects the price appreciation, dividends, less withholding tax. The index is market-capitalization weighted.",Real Estate,Real Estate Services,NIM,
^NQDMXUS35T,Nasdaq DM Ex US Real Estate TR ,USD,"The NASDAQ DM Ex US Real Estate TR Index measures the total return performance of the Real Estate sector in Developed Markets, excluding the United States. The total return includes price appreciation and gross dividend income. The index is market-capitalization weighted.",Real Estate,Real Estate Services,NIM,
^NQDMXUS40,Nasdaq DM Ex US Consumer Discre,USD,"The Nasdaq DM Ex US Consumer Discretionary Index tracks the performance of companies in the Consumer Discretionary sector within developed markets, excluding the United States. It is a market-capitalization weighted index. The index serves as a benchmark for measuring the performance of Consumer Discretionary companies outside the US.",Consumer Discretionary,Consumer Discretionary,NIM,
^NQDMXUS40AUD,Nasdaq DM Ex US Consumer Discre,AUD,"The NASDAQ DM Ex US Consumer Discretionary AUD Index is designed to reflect the performance of the Consumer Discretionary sector in Developed Markets, excluding the United States, and is calculated in Australian Dollars (AUD). It provides a currency-hedged view of this sector. The index is market-capitalization weighted.",Consumer Discretionary,Consumer Discretionary,NIM,
^NQDMXUS40AUDN,Nasdaq DM Ex US Consumer Discre,AUD,"The Nasdaq DM Ex US Consumer Discre Index tracks the performance of consumer discretionary companies in developed markets, excluding the United States, and is denominated in Australian Dollars. The index represents the consumer discretionary sector within this specific geographic and currency scope. The index reflects the net total return.",Consumer Discretionary,Consumer Discretionary,NIM,
^NQDMXUS40AUDT,Nasdaq DM Ex US Consumer Discre,AUD,"The Nasdaq DM Ex US Consumer Discre Index tracks the performance of consumer discretionary companies in developed markets, excluding the United States, and is denominated in Australian Dollars. The index represents the consumer discretionary sector within this specific geographic and currency scope. The index reflects the total return.",Consumer Discretionary,Consumer Discretionary,NIM,
^NQDMXUS40CAD,Nasdaq DM Ex US Consumer Discre,CAD,"The NASDAQ DM Ex US Consumer Discretionary CAD Index measures the performance of the Consumer Discretionary sector in Developed Markets, excluding the United States, and is calculated in Canadian Dollars (CAD). It provides a currency-hedged view of this sector. The index is market-capitalization weighted.",Consumer Discretionary,Consumer Discretionary,NIM,
^NQDMXUS40CADN,Nasdaq DM Ex US Consumer Discre,CAD,"The Nasdaq DM Ex US Consumer Discre Index tracks the performance of consumer discretionary companies in developed markets, excluding the United States, and is denominated in Canadian Dollars. The index represents the consumer discretionary sector within this specific geographic and currency scope. The index reflects the net total return.",Consumer Discretionary,Consumer Discretionary,NIM,
^NQDMXUS40CADT,Nasdaq DM Ex US Consumer Discre,CAD,"The Nasdaq DM Ex US Consumer Discre Index tracks the performance of consumer discretionary companies in developed markets, excluding the United States, and is denominated in Canadian Dollars. The index represents the consumer discretionary sector within this specific geographic and currency scope. The index reflects the total return.",Consumer Discretionary,Consumer Discretionary,NIM,
^NQDMXUS40EUR,Nasdaq DM Ex US Consumer Discre,EUR,"The NASDAQ DM Ex US Consumer Discretionary EUR Index tracks the performance of the Consumer Discretionary sector in Developed Markets, excluding the United States, and is calculated in Euros (EUR). It provides a currency-hedged view of this sector. The index is market-capitalization weighted.",Consumer Discretionary,Consumer Discretionary,NIM,
^NQDMXUS40EURN,Nasdaq DM Ex US Consumer Discre,EUR,"The Nasdaq DM Ex US Consumer Discre Index tracks the performance of consumer discretionary companies in developed markets, excluding the United States, and is denominated in Euros. The index represents the consumer discretionary sector within this specific geographic and currency scope. The index reflects the net total return.",Consumer Discretionary,Consumer Discretionary,NIM,
^NQDMXUS40EURT,Nasdaq DM Ex US Consumer Discre,EUR,"The Nasdaq DM Ex US Consumer Discre Index tracks the performance of consumer discretionary companies in developed markets, excluding the United States, and is denominated in Euros. The index represents the consumer discretionary sector within this specific geographic and currency scope. The index reflects the total return.",Consumer Discretionary,Consumer Discretionary,NIM,
^NQDMXUS40GBP,Nasdaq DM Ex US Consumer Discre,GBP,"The NASDAQ DM Ex US Consumer Discretionary GBP Index measures the performance of the Consumer Discretionary sector in Developed Markets, excluding the United States, and is calculated in British Pounds (GBP). It provides a currency-hedged view of this sector. The index is market-capitalization weighted.",Consumer Discretionary,Consumer Discretionary,NIM,
^NQDMXUS40GBPN,Nasdaq DM Ex US Consumer Discre,GBP,"The Nasdaq DM Ex US Consumer Discre Index tracks the performance of consumer discretionary companies in developed markets, excluding the United States, and is denominated in British Pounds. The index represents the consumer discretionary sector within this specific geographic and currency scope. The index reflects the net total return.",Consumer Discretionary,Consumer Discretionary,NIM,
^NQDMXUS40GBPT,Nasdaq DM Ex US Consumer Discre,GBP,"The Nasdaq DM Ex US Consumer Discre Index tracks the performance of consumer discretionary companies in developed markets, excluding the United States, and is denominated in British Pounds. The index represents the consumer discretionary sector within this specific geographic and currency scope. The index reflects the total return.",Consumer Discretionary,Consumer Discretionary,NIM,
^NQDMXUS40JPY,Nasdaq DM Ex US Consumer Discre,JPY,"The NASDAQ DM Ex US Consumer Discretionary JPY Index tracks the performance of the Consumer Discretionary sector in Developed Markets, excluding the United States, and is calculated in Japanese Yen (JPY). It provides a currency-hedged view of this sector. The index is market-capitalization weighted.",Consumer Discretionary,Consumer Discretionary,NIM,
^NQDMXUS40JPYN,Nasdaq DM Ex US Consumer Discre,JPY,"The Nasdaq DM Ex US Consumer Discre Index tracks the performance of consumer discretionary companies in developed markets, excluding the United States, and is denominated in Japanese Yen. The index represents the consumer discretionary sector within this specific geographic and currency scope. The index reflects the net total return.",Consumer Discretionary,Consumer Discretionary,NIM,
^NQDMXUS40JPYT,Nasdaq DM Ex US Consumer Discre,JPY,"The Nasdaq DM Ex US Consumer Discre Index tracks the performance of consumer discretionary companies in developed markets, excluding the United States, and is denominated in Japanese Yen. The index represents the consumer discretionary sector within this specific geographic and currency scope. The index reflects the total return.",Consumer Discretionary,Consumer Discretionary,NIM,
^NQDMXUS40N,Nasdaq DM Ex US Consumer Discre,USD,"The NASDAQ DM Ex US Consumer Discretionary NTR Index tracks the performance of the Consumer Discretionary sector in Developed Markets, excluding the United States, with net total return. It reflects the price appreciation, dividends, less withholding tax. The index is market-capitalization weighted.",Consumer Discretionary,Consumer Discretionary,NIM,
^NQDMXUS40T,Nasdaq DM Ex US Consumer Discre,USD,"The NASDAQ DM Ex US Consumer Discretionary TR Index measures the total return performance of the Consumer Discretionary sector in Developed Markets, excluding the United States. The total return includes price appreciation and gross dividend income. The index is market-capitalization weighted.",Consumer Discretionary,Consumer Discretionary,NIM,
^NQDMXUS45,Nasdaq DM Ex US Consumer Staple,USD,"The Nasdaq DM Ex US Consumer Staples Index tracks the performance of companies in the Consumer Staples sector within developed markets, excluding the United States. It is a market-capitalization weighted index. The index serves as a benchmark for measuring the performance of Consumer Staples companies outside the US.",Consumer Staples,Consumer Staples,NIM,
^NQDMXUS45AUD,Nasdaq DM Ex US Consumer Staple,AUD,"The NASDAQ DM Ex US Consumer Staples AUD Index is designed to reflect the performance of the Consumer Staples sector in Developed Markets, excluding the United States, and is calculated in Australian Dollars (AUD). It provides a currency-hedged view of this sector. The index is market-capitalization weighted.",Consumer Staples,Consumer Staples,NIM,
^NQDMXUS45AUDN,Nasdaq DM Ex US Consumer Staple,AUD,"The Nasdaq DM Ex US Consumer Staple Index tracks the performance of consumer staple companies in developed markets, excluding the United States, and is denominated in Australian Dollars. The index represents the consumer staple sector within this specific geographic and currency scope. The index reflects the net total return.",Consumer Staples,Consumer Staples,NIM,
^NQDMXUS45AUDT,Nasdaq DM Ex US Consumer Staple,AUD,"The Nasdaq DM Ex US Consumer Staple Index tracks the performance of consumer staple companies in developed markets, excluding the United States, and is denominated in Australian Dollars. The index represents the consumer staple sector within this specific geographic and currency scope. The index reflects the total return.",Consumer Staples,Consumer Staples,NIM,
^NQDMXUS45CAD,Nasdaq DM Ex US Consumer Staple,CAD,"The NASDAQ DM Ex US Consumer Staples CAD Index measures the performance of the Consumer Staples sector in Developed Markets, excluding the United States, and is calculated in Canadian Dollars (CAD). It provides a currency-hedged view of this sector. The index is market-capitalization weighted.",Consumer Staples,Consumer Staples,NIM,
^NQDMXUS45CADN,Nasdaq DM Ex US Consumer Staple,CAD,"The Nasdaq DM Ex US Consumer Staple Index tracks the performance of consumer staple companies in developed markets, excluding the United States, and is denominated in Canadian Dollars. The index represents the consumer staple sector within this specific geographic and currency scope. The index reflects the net total return.",Consumer Staples,Consumer Staples,NIM,
^NQDMXUS45CADT,Nasdaq DM Ex US Consumer Staple,CAD,"The Nasdaq DM Ex US Consumer Staple Index tracks the performance of consumer staple companies in developed markets, excluding the United States, and is denominated in Canadian Dollars. The index represents the consumer staple sector within this specific geographic and currency scope. The index reflects the total return.",Consumer Staples,Consumer Staples,NIM,
^NQDMXUS45EUR,Nasdaq DM Ex US Consumer Staple,EUR,"The NASDAQ DM Ex US Consumer Staples EUR Index tracks the performance of the Consumer Staples sector in Developed Markets, excluding the United States, and is calculated in Euros (EUR). It provides a currency-hedged view of this sector. The index is market-capitalization weighted.",Consumer Staples,Consumer Staples,NIM,
^NQDMXUS45EURN,Nasdaq DM Ex US Consumer Staple,EUR,"The Nasdaq DM Ex US Consumer Staple Index tracks the performance of consumer staple companies in developed markets, excluding the United States, and is denominated in Euros. The index represents the consumer staple sector within this specific geographic and currency scope. The index reflects the net total return.",Consumer Staples,Consumer Staples,NIM,
^NQDMXUS45EURT,Nasdaq DM Ex US Consumer Staple,EUR,"The Nasdaq DM Ex US Consumer Staple Index tracks the performance of consumer staple companies in developed markets, excluding the United States, and is denominated in Euros. The index represents the consumer staple sector within this specific geographic and currency scope. The index reflects the total return.",Consumer Staples,Consumer Staples,NIM,
^NQDMXUS45GBP,Nasdaq DM Ex US Consumer Staple,GBP,"The NASDAQ DM Ex US Consumer Staples GBP Index measures the performance of the Consumer Staples sector in Developed Markets, excluding the United States, and is calculated in British Pounds (GBP). It provides a currency-hedged view of this sector. The index is market-capitalization weighted.",Consumer Staples,Consumer Staples,NIM,
^NQDMXUS45GBPN,Nasdaq DM Ex US Consumer Staple,GBP,"The Nasdaq DM Ex US Consumer Staple Index tracks the performance of consumer staple companies in developed markets, excluding the United States, and is denominated in British Pounds. The index represents the consumer staple sector within this specific geographic and currency scope. The index reflects the net total return.",Consumer Staples,Consumer Staples,NIM,
^NQDMXUS45GBPT,Nasdaq DM Ex US Consumer Staple,GBP,"The Nasdaq DM Ex US Consumer Staple Index tracks the performance of consumer staple companies in developed markets, excluding the United States, and is denominated in British Pounds. The index represents the consumer staple sector within this specific geographic and currency scope. The index reflects the total return.",Consumer Staples,Consumer Staples,NIM,
^NQDMXUS45JPY,Nasdaq DM Ex US Consumer Staple,JPY,"The NASDAQ DM Ex US Consumer Staples JPY Index tracks the performance of the Consumer Staples sector in Developed Markets, excluding the United States, and is calculated in Japanese Yen (JPY). It provides a currency-hedged view of this sector. The index is market-capitalization weighted.",Consumer Staples,Consumer Staples,NIM,
^NQDMXUS45JPYN,Nasdaq DM Ex US Consumer Staple,JPY,"The Nasdaq DM Ex US Consumer Staple Index tracks the performance of consumer staple companies in developed markets, excluding the United States, and is denominated in Japanese Yen. The index represents the consumer staple sector within this specific geographic and currency scope. The index reflects the net total return.",Consumer Staples,Consumer Staples,NIM,
^NQDMXUS45JPYT,Nasdaq DM Ex US Consumer Staple,JPY,"The Nasdaq DM Ex US Consumer Staple Index tracks the performance of consumer staple companies in developed markets, excluding the United States, and is denominated in Japanese Yen. The index represents the consumer staple sector within this specific geographic and currency scope. The index reflects the total return.",Consumer Staples,Consumer Staples,NIM,
^NQDMXUS45N,Nasdaq DM Ex US Consumer Staple,USD,"The NASDAQ DM Ex US Consumer Staples NTR Index tracks the performance of the Consumer Staples sector in Developed Markets, excluding the United States, with net total return. It reflects the price appreciation, dividends, less withholding tax. The index is market-capitalization weighted.",Consumer Staples,Consumer Staples,NIM,
^NQDMXUS45T,Nasdaq DM Ex US Consumer Staple,USD,"The NASDAQ DM Ex US Consumer Staples TR Index measures the total return performance of the Consumer Staples sector in Developed Markets, excluding the United States. The total return includes price appreciation and gross dividend income. The index is market-capitalization weighted.",Consumer Staples,Consumer Staples,NIM,
^NQDMXUS50,NASDAQ DM Ex US Industrials Ind,USD,"The NASDAQ DM Ex US Industrials Index tracks the performance of companies in the Industrials sector within developed markets, excluding the United States. It is a market-capitalization weighted index. The index serves as a benchmark for measuring the performance of Industrials companies outside the US.",Industrials,Industrials,NIM,
^NQDMXUS50AUD,NASDAQ DM Ex US Industrials AUD,AUD,"The NASDAQ DM Ex US Industrials AUD Index is designed to reflect the performance of the Industrials sector in Developed Markets, excluding the United States, and is calculated in Australian Dollars (AUD). It provides a currency-hedged view of this sector. The index is market-capitalization weighted.",Industrials,Industrials,NIM,
^NQDMXUS50AUDN,NASDAQ DM Ex US Industrials AUD,AUD,"The NASDAQ DM Ex US Industrials AUD Index is designed to track the performance of industrial companies in developed markets, excluding the United States, denominated in Australian Dollars. It aims to represent the industrials sector within this specific geographic and currency scope. The index reflects the net total return.",Industrials,Industrials,NIM,
^NQDMXUS50AUDT,NASDAQ DM Ex US Industrials AUD,AUD,"The NASDAQ DM Ex US Industrials AUD Index is designed to track the performance of industrial companies in developed markets, excluding the United States, denominated in Australian Dollars. It aims to represent the industrials sector within this specific geographic and currency scope. The index reflects the total return.",Industrials,Industrials,NIM,
^NQDMXUS50CAD,NASDAQ DM Ex US Industrials CAD,CAD,"The NASDAQ DM Ex US Industrials CAD Index measures the performance of the Industrials sector in Developed Markets, excluding the United States, and is calculated in Canadian Dollars (CAD). It provides a currency-hedged view of this sector. The index is market-capitalization weighted.",Industrials,Industrials,NIM,
^NQDMXUS50CADN,NASDAQ DM Ex US Industrials CAD,CAD,"The NASDAQ DM Ex US Industrials CAD Index is designed to track the performance of industrial companies in developed markets, excluding the United States, denominated in Canadian Dollars. It aims to represent the industrials sector within this specific geographic and currency scope. The index reflects the net total return.",Industrials,Industrials,NIM,
^NQDMXUS50CADT,NASDAQ DM Ex US Industrials CAD,CAD,"The NASDAQ DM Ex US Industrials CAD Index is designed to track the performance of industrial companies in developed markets, excluding the United States, denominated in Canadian Dollars. It aims to represent the industrials sector within this specific geographic and currency scope. The index reflects the total return.",Industrials,Industrials,NIM,
^NQDMXUS50EUR,NASDAQ DM Ex US Industrials EUR,EUR,"The NASDAQ DM Ex US Industrials EUR Index tracks the performance of the Industrials sector in Developed Markets, excluding the United States, and is calculated in Euros (EUR). It provides a currency-hedged view of this sector. The index is market-capitalization weighted.",Industrials,Industrials,NIM,
^NQDMXUS50EURN,NASDAQ DM Ex US Industrials EUR,EUR,"The NASDAQ DM Ex US Industrials EUR Index is designed to track the performance of industrial companies in developed markets, excluding the United States, denominated in Euros. It aims to represent the industrials sector within this specific geographic and currency scope. The index reflects the net total return.",Industrials,Industrials,NIM,
^NQDMXUS50EURT,NASDAQ DM Ex US Industrials EUR,EUR,"The NASDAQ DM Ex US Industrials EUR Index is designed to track the performance of industrial companies in developed markets, excluding the United States, denominated in Euros. It aims to represent the industrials sector within this specific geographic and currency scope. The index reflects the total return.",Industrials,Industrials,NIM,
^NQDMXUS50GBP,NASDAQ DM Ex US Industrials GBP,GBP,"The NASDAQ DM Ex US Industrials GBP Index aims to track the performance of the Industrials sector in developed markets, excluding the United States, calculated in British Pounds. It represents the returns generated by industrial companies in these developed markets. The index focuses on a specific sector within developed markets.",Industrials,Industrials,NIM,
^NQDMXUS50GBPN,NASDAQ DM Ex US Industrials GBP,GBP,"The NASDAQ DM Ex US Industrials GBP Index is designed to track the performance of industrial companies in developed markets, excluding the United States, denominated in British Pounds. It aims to represent the industrials sector within this specific geographic and currency scope. The index reflects the net total return.",Industrials,Industrials,NIM,
^NQDMXUS50GBPT,NASDAQ DM Ex US Industrials GBP,GBP,"The NASDAQ DM Ex US Industrials GBP Index is designed to track the performance of industrial companies in developed markets, excluding the United States, denominated in British Pounds. It aims to represent the industrials sector within this specific geographic and currency scope. The index reflects the total return.",Industrials,Industrials,NIM,
^NQDMXUS50JPY,NASDAQ DM Ex US Industrials JPY,JPY,"The NASDAQ DM Ex US Industrials JPY Index aims to track the performance of the Industrials sector in developed markets, excluding the United States, calculated in Japanese Yen. It represents the returns generated by industrial companies in these developed markets. The index focuses on a specific sector within developed markets.",Industrials,Industrials,NIM,
^NQDMXUS50JPYN,NASDAQ DM Ex US Industrials JPY,JPY,"The NASDAQ DM Ex US Industrials JPY Index is designed to track the performance of industrial companies in developed markets, excluding the United States, denominated in Japanese Yen. It aims to represent the industrials sector within this specific geographic and currency scope. The index reflects the net total return.",Industrials,Industrials,NIM,
^NQDMXUS50JPYT,NASDAQ DM Ex US Industrials JPY,JPY,"The NASDAQ DM Ex US Industrials JPY Index is designed to track the performance of industrial companies in developed markets, excluding the United States, denominated in Japanese Yen. It aims to represent the industrials sector within this specific geographic and currency scope. The index reflects the total return.",Industrials,Industrials,NIM,
^NQDMXUS50N,NASDAQ DM Ex US Industrials NTR,USD,"The NASDAQ DM Ex US Industrials NTR Index is designed to track the performance of industrial companies in developed markets, excluding the United States. It aims to represent the industrials sector within this specific geographic scope. The index reflects the net total return.",Industrials,Industrials,NIM,
^NQDMXUS50T,NASDAQ DM Ex US Industrials TR ,USD,"The NASDAQ DM Ex US Industrials TR Index is designed to track the performance of industrial companies in developed markets, excluding the United States. It aims to represent the industrials sector within this specific geographic scope. The index reflects the total return.",Industrials,Industrials,NIM,
^NQDMXUS55,NASDAQ DM Ex US Basic Materials,USD,"The NASDAQ DM Ex US Basic Materials Index is designed to represent the performance of companies in the Basic Materials sector within developed markets, excluding the United States. It aims to capture the returns of companies involved in industries such as chemicals, construction materials, and paper. The index focuses on a specific sector within developed markets.",Materials,Materials,NIM,
^NQDMXUS55AUD,NASDAQ DM Ex US Basic Materials,AUD,"The NASDAQ DM Ex US Basic Materials AUD Index aims to track the performance of the Basic Materials sector in developed markets, excluding the United States, calculated in Australian Dollars. It represents the returns generated by basic materials companies in these developed markets. The index focuses on a specific sector within developed markets.",Materials,Materials,NIM,
^NQDMXUS55AUDN,NASDAQ DM Ex US Basic Materials,AUD,"The NASDAQ DM Ex US Basic Materials Index tracks the performance of basic materials companies in developed markets, excluding the United States, and is denominated in Australian Dollars. The index represents the basic materials sector within this specific geographic and currency scope. The index reflects the net total return.",Materials,Materials,NIM,
