symbol,name,base_currency,quote_currency,summary,exchange
HKDBRX=X,HKD/BRX,HKD,BRX,Hong Kong Dollar to Brazilian Real exchange rate.The value of one Hong Kong Dollar in terms of Brazilian Real. It reflects the relative economic strength and monetary policy of both countries.,CCY
HKDCAD=X,HKD/CAD,HKD,CAD,The exchange rate between the Hong Kong Dollar (HKD) and the Canadian Dollar (CAD). It indicates how many Canadian Dollars are needed to purchase one Hong Kong Dollar. This is influenced by the economic conditions of both Hong Kong and Canada.,CCY
HKDCAX=X,HKD/CAX,HKD,CAX,,CCY
HKDCHF=X,HKD/CHF,HKD,CHF,The exchange rate between the Hong Kong Dollar (HKD) and the Swiss Franc (CHF). It indicates how many Swiss Francs are needed to purchase one Hong Kong Dollar. This is influenced by the economic conditions of both Hong Kong and Switzerland.,CCY
HKDCNH=X,HKD/CNH,HKD,CNH,"The exchange rate between the Hong Kong Dollar (HKD) and the Chinese Yuan (CNH), also known as the offshore Yuan. It indicates how many offshore Yuan are needed to purchase one Hong Kong Dollar. This is a foreign exchange currency pair.",CCY
HKDCNY=X,HKD/CNY,HKD,CNY,The exchange rate between the Hong Kong Dollar (HKD) and the Chinese Yuan (CNY). It indicates how many Chinese Yuan are needed to purchase one Hong Kong Dollar. This is influenced by the economic conditions of both Hong Kong and China.,CCY
HKDCZX=X,HKD/CZX,HKD,CZX,,CCY
HKDDKK=X,HKD/DKK,HKD,DKK,The exchange rate between the Hong Kong Dollar (HKD) and the Danish Krone (DKK). It indicates how many Danish Krone are needed to purchase one Hong Kong Dollar. This is influenced by the economic conditions of both Hong Kong and Denmark.,CCY
HKDDKX=X,HKD/DKX,HKD,DKX,,CCY
HKDEUR=X,HKD/EUR,HKD,EUR,The exchange rate between the Hong Kong Dollar (HKD) and the Euro (EUR). It indicates how many Euros are needed to purchase one Hong Kong Dollar. This is influenced by the economic conditions of both Hong Kong and the Eurozone.,CCY
HKDGBP=X,HKD/GBP,HKD,GBP,The exchange rate between the Hong Kong Dollar (HKD) and the British Pound (GBP). It indicates how many British Pounds are needed to purchase one Hong Kong Dollar. This is influenced by the economic conditions of both Hong Kong and the United Kingdom.,CCY
HKDHUX=X,HKD/HUX,HKD,HUX,,CCY
HKDIDR=X,HKD/IDR,HKD,IDR,The exchange rate between the Hong Kong Dollar (HKD) and the Indonesian Rupiah (IDR). It indicates how many Indonesian Rupiah are needed to purchase one Hong Kong Dollar. This is influenced by the economic conditions of both Hong Kong and Indonesia.,CCY
HKDILS=X,HKD/ILS,HKD,ILS,The exchange rate between the Hong Kong Dollar (HKD) and the Israeli Shekel (ILS). It indicates how many Israeli Shekels are needed to purchase one Hong Kong Dollar. This is influenced by the economic conditions of both Hong Kong and Israel.,CCY
HKDINR=X,HKD/INR,HKD,INR,The exchange rate between the Hong Kong Dollar (HKD) and the Indian Rupee (INR). It indicates how many Indian Rupees are needed to purchase one Hong Kong Dollar. This is influenced by the economic conditions of both Hong Kong and India.,CCY
HKDJPY=X,HKD/JPY,HKD,JPY,The exchange rate between the Hong Kong Dollar (HKD) and the Japanese Yen (JPY). It indicates how many Japanese Yen are needed to purchase one Hong Kong Dollar. This is influenced by the economic conditions of both Hong Kong and Japan.,CCY
HKDKRW=X,HKD/KRW,HKD,KRW,The exchange rate between the Hong Kong Dollar (HKD) and the South Korean Won (KRW). It indicates how many South Korean Won are needed to purchase one Hong Kong Dollar. This is influenced by the economic conditions of both Hong Kong and South Korea.,CCY
HKDLKR=X,HKD/LKR,HKD,LKR,The exchange rate between the Hong Kong Dollar (HKD) and the Sri Lankan Rupee (LKR). It indicates how many Sri Lankan Rupees are needed to purchase one Hong Kong Dollar. The rate is influenced by the economic conditions of both Hong Kong and Sri Lanka.,CCY
HKDMOP=X,HKD/MOP,HKD,MOP,The exchange rate between the Hong Kong Dollar (HKD) and the Macanese Pataca (MOP). It indicates how many Macanese Patacas are needed to purchase one Hong Kong Dollar. Both currencies are closely linked due to the proximity and economic ties between Hong Kong and Macau.,CCY
HKDMXN=X,HKD/MXN,HKD,MXN,The exchange rate between the Hong Kong Dollar (HKD) and the Mexican Peso (MXN). It indicates how many Mexican Pesos are needed to purchase one Hong Kong Dollar. This rate is influenced by the economic conditions of both Hong Kong and Mexico.,CCY
HKDMYR=X,HKD/MYR,HKD,MYR,The exchange rate between the Hong Kong Dollar (HKD) and the Malaysian Ringgit (MYR). It indicates how many Malaysian Ringgits are needed to purchase one Hong Kong Dollar. This rate is influenced by the economic conditions of both Hong Kong and Malaysia.,CCY
HKDMYX=X,HKD/MYX,HKD,MYX,,CCY
HKDNOK=X,HKD/NOK,HKD,NOK,The exchange rate between the Hong Kong Dollar (HKD) and the Norwegian Krone (NOK). It indicates how many Norwegian Krone are needed to purchase one Hong Kong Dollar. This rate is influenced by the economic conditions of both Hong Kong and Norway.,CCY
HKDNZD=X,HKD/NZD,HKD,NZD,The exchange rate between the Hong Kong Dollar (HKD) and the New Zealand Dollar (NZD). It indicates how many New Zealand Dollars are needed to purchase one Hong Kong Dollar. This rate is influenced by the economic conditions of both Hong Kong and New Zealand.,CCY
HKDOMR=X,HKD/OMR,HKD,OMR,The exchange rate between the Hong Kong Dollar (HKD) and the Omani Rial (OMR). It indicates how many Omani Rials are needed to purchase one Hong Kong Dollar. This rate is influenced by the economic conditions of both Hong Kong and Oman.,CCY
HKDPHP=X,HKD/PHP,HKD,PHP,The exchange rate between the Hong Kong Dollar (HKD) and the Philippine Peso (PHP). It indicates how many Philippine Pesos are needed to purchase one Hong Kong Dollar. This rate is influenced by the economic conditions of both Hong Kong and the Philippines.,CCY
HKDPKR=X,HKD/PKR,HKD,PKR,The exchange rate between the Hong Kong Dollar (HKD) and the Pakistani Rupee (PKR). It indicates how many Pakistani Rupees are needed to purchase one Hong Kong Dollar. This rate is influenced by the economic conditions of both Hong Kong and Pakistan.,CCY
HKDPLN=X,HKD/PLN,HKD,PLN,The exchange rate between the Hong Kong Dollar (HKD) and the Polish Zloty (PLN). It indicates how many Polish Zloty are needed to purchase one Hong Kong Dollar. This rate is influenced by the economic conditions of both Hong Kong and Poland.,CCY
HKDPLX=X,HKD/PLX,HKD,PLX,,CCY
HKDRUX=X,HKD/RUX,HKD,RUX,,CCY
HKDSEK=X,HKD/SEK,HKD,SEK,The exchange rate between the Hong Kong Dollar (HKD) and the Swedish Krona (SEK). It indicates how many Swedish Krona are needed to purchase one Hong Kong Dollar. This rate is influenced by the economic conditions of both Hong Kong and Sweden.,CCY
HKDSGD=X,HKD/SGD,HKD,SGD,The exchange rate between the Hong Kong Dollar (HKD) and the Singapore Dollar (SGD). It indicates how many Singapore Dollars are needed to purchase one Hong Kong Dollar. The exchange rate is affected by the economic stability of both Hong Kong and Singapore.,CCY
HKDTHB=X,HKD/THB,HKD,THB,The exchange rate between the Hong Kong Dollar (HKD) and the Thai Baht (THB). It indicates how many Thai Baht are needed to purchase one Hong Kong Dollar. This is influenced by the economic conditions of both Hong Kong and Thailand.,CCY
HKDTHX=X,HKD/THX,HKD,THX,,CCY
HKDTWD=X,HKD/TWD,HKD,TWD,The exchange rate between the Hong Kong Dollar (HKD) and the New Taiwan Dollar (TWD). It indicates how many New Taiwan Dollars are needed to purchase one Hong Kong Dollar. The exchange rate is affected by the economic activities of Hong Kong and Taiwan.,CCY
HKDUSD=X,HKD/USD,HKD,USD,The exchange rate between the Hong Kong Dollar (HKD) and the United States Dollar (USD). It indicates how many United States Dollars are needed to purchase one Hong Kong Dollar. It is heavily influenced by the pegged exchange rate system in Hong Kong and the economic performance of both regions.,CCY
HKDVND=X,HKD/VND,HKD,VND,The exchange rate between the Hong Kong Dollar (HKD) and the Vietnamese Dong (VND). It indicates how many Vietnamese Dong are needed to purchase one Hong Kong Dollar. This exchange rate is subject to the economic climates of Hong Kong and Vietnam.,CCY
HKDZAR=X,HKD/ZAR,HKD,ZAR,The exchange rate between the Hong Kong Dollar (HKD) and the South African Rand (ZAR). It indicates how many South African Rand are needed to purchase one Hong Kong Dollar. This exchange rate is affected by the economic performance of both Hong Kong and South Africa.,CCY
HNL=X,USD/HNL,USD,HNL,"The exchange rate between the US Dollar (USD) and the Honduran Lempira (HNL), indicating how many Lempiras are needed to purchase one US Dollar in the Forex market",CCY
HNLBRX=X,HNL/BRX,HNL,BRX,,CCY
HNLUSD=X,HNL/USD,HNL,USD,The exchange rate between the Honduran Lempira (HNL) and the United States Dollar (USD). It indicates how many United States Dollars are needed to purchase one Honduran Lempira. This exchange rate is influenced by economic factors of both Honduras and the United States.,CCY
HRK=X,USD/HRK,USD,HRK,"The exchange rate between the US Dollar (USD) and the Croatian Kuna (HRK), showing the value of the Kuna in terms of the US Dollar in the forex market",CCY
HRKBAM=X,HRK/BAM,HRK,BAM,The exchange rate between the Croatian Kuna (HRK) and the Bosnian Mark (BAM). It indicates how many Bosnian Marks are needed to purchase one Croatian Kuna. The rate depends on the economic states of Croatia and Bosnia and Herzegovina.,CCY
HRKBRX=X,HRK/BRX,HRK,BRX,,CCY
HRKCHF=X,HRK/CHF,HRK,CHF,The exchange rate between the Croatian Kuna (HRK) and the Swiss Franc (CHF). It shows how many Swiss Francs can be exchanged for one Croatian Kuna. This exchange rate reflects the economic conditions of Croatia and Switzerland.,CCY
HRKCZX=X,HRK/CZX,HRK,CZX,,CCY
HRKDKX=X,HRK/DKX,HRK,DKX,,CCY
HRKEUR=X,HRK/EUR,HRK,EUR,The exchange rate between the Croatian Kuna (HRK) and the Euro (EUR). It indicates how many Euros are needed to purchase one Croatian Kuna. The exchange rate is heavily influenced by the close economic ties between Croatia and the Eurozone.,CCY
HRKGBP=X,HRK/GBP,HRK,GBP,The exchange rate between the Croatian Kuna (HRK) and the British Pound (GBP). It indicates how many British Pounds are needed to purchase one Croatian Kuna. This rate is affected by the economic relationship between Croatia and the United Kingdom.,CCY
HRKHUX=X,HRK/HUX,HRK,HUX,,CCY
HRKPLX=X,HRK/PLX,HRK,PLX,,CCY
HRKRSD=X,HRK/RSD,HRK,RSD,The exchange rate between the Croatian Kuna (HRK) and the Serbian Dinar (RSD). It indicates how many Serbian Dinars are needed to purchase one Croatian Kuna. This exchange rate reflects the economic activity between Croatia and Serbia.,CCY
HRKUSD=X,HRK/USD,HRK,USD,The exchange rate between the Croatian Kuna (HRK) and the United States Dollar (USD). It indicates how many United States Dollars are needed to purchase one Croatian Kuna. This exchange rate is affected by the economic performance of both Croatia and the United States.,CCY
HRX=X,USD/HRX,USD,HRX,The exchange rate between the US Dollar (USD) and the Croatian Kuna (HRK). It indicates how many Croatian Kuna are needed to purchase one US Dollar. This is a foreign exchange currency pair.,CCY
HTG=X,USD/HTG,USD,HTG,The exchange rate between the US Dollar (USD) and the Haitian Gourde (HTG). It indicates how many Haitian Gourdes are needed to purchase one US Dollar. This is a foreign exchange currency pair.,CCY
HTGBRX=X,HTG/BRX,HTG,BRX,,CCY
HTGUSD=X,HTG/USD,HTG,USD,The exchange rate between the Haitian Gourde (HTG) and the United States Dollar (USD). It indicates how many United States Dollars are needed to purchase one Haitian Gourde. This exchange rate is influenced by the economies of both Haiti and the United States.,CCY
HUF=X,USD/HUF,USD,HUF,The exchange rate between the US Dollar (USD) and the Hungarian Forint (HUF). It indicates how many Hungarian Forints are needed to purchase one US Dollar. This is a foreign exchange currency pair.,CCY
HUFBAM=X,HUF/BAM,HUF,BAM,The exchange rate between the Hungarian Forint (HUF) and the Bosnian Mark (BAM). It indicates how many Bosnian Marks are needed to purchase one Hungarian Forint. This exchange rate is affected by the economies of Hungary and Bosnia and Herzegovina.,CCY
HUFBRX=X,HUF/BRX,HUF,BRX,,CCY
HUFCHF=X,HUF/CHF,HUF,CHF,The exchange rate between the Hungarian Forint (HUF) and the Swiss Franc (CHF). It indicates how many Swiss Francs are needed to purchase one Hungarian Forint. This exchange rate is influenced by the economic conditions of Hungary and Switzerland.,CCY
HUFCZK=X,HUF/CZK,HUF,CZK,The exchange rate between the Hungarian Forint (HUF) and the Czech Koruna (CZK). It indicates how many Czech Koruna are needed to purchase one Hungarian Forint. This exchange rate reflects the economic activity between Hungary and the Czech Republic.,CCY
HUFCZX=X,HUF/CZX,HUF,CZX,,CCY
HUFDKK=X,HUF/DKK,HUF,DKK,The exchange rate between the Hungarian Forint (HUF) and the Danish Krone (DKK). It indicates how many Danish Krone are needed to purchase one Hungarian Forint. This rate is influenced by economic activities in Hungary and Denmark.,CCY
HUFDKX=X,HUF/DKX,HUF,DKX,,CCY
HUFEUR=X,HUF/EUR,HUF,EUR,The exchange rate between the Hungarian Forint (HUF) and the Euro (EUR). It indicates how many Euros are needed to purchase one Hungarian Forint. The exchange rate reflects the economic relationship between Hungary and the Eurozone.,CCY
HUFGBP=X,HUF/GBP,HUF,GBP,The exchange rate between the Hungarian Forint (HUF) and the British Pound (GBP). It indicates how many British Pounds are needed to purchase one Hungarian Forint. This exchange rate is affected by the economic relationship between Hungary and the United Kingdom.,CCY
HUFHRX=X,HUF/HRX,HUF,HRX,,CCY
HUFJPY=X,HUF/JPY,HUF,JPY,The exchange rate between the Hungarian Forint (HUF) and the Japanese Yen (JPY). It indicates how many Japanese Yen are needed to purchase one Hungarian Forint. This exchange rate reflects the economic conditions of Hungary and Japan.,CCY
HUFPLX=X,HUF/PLX,HUF,PLX,,CCY
HUFRSD=X,HUF/RSD,HUF,RSD,The exchange rate between the Hungarian Forint (HUF) and the Serbian Dinar (RSD). It indicates how many Serbian Dinars are needed to purchase one Hungarian Forint. This rate is influenced by the economies of Hungary and Serbia.,CCY
HUFRUX=X,HUF/RUX,HUF,RUX,,CCY
HUFSEK=X,HUF/SEK,HUF,SEK,The exchange rate between the Hungarian Forint (HUF) and the Swedish Krona (SEK). It indicates how many Swedish Krona are needed to purchase one Hungarian Forint. This exchange rate is affected by the economic activity between Hungary and Sweden.,CCY
HUFTHX=X,HUF/THX,HUF,THX,,CCY
HUFUSD=X,HUF/USD,HUF,USD,The exchange rate between the Hungarian Forint (HUF) and the United States Dollar (USD). It indicates how many United States Dollars are needed to purchase one Hungarian Forint. This exchange rate is affected by the economic performance of both Hungary and the United States.,CCY
HUX=X,USD/HUX,USD,HUX,The US Dollar to HUX exchange rate. It indicates how many HUX one US Dollar can purchase. I do not have information on what HUX refers to.,CCY
IDR=X,USD/IDR,USD,IDR,"The foreign exchange rate between the United States Dollar (USD) and the Indonesian Rupiah (IDR). It indicates how many Indonesian Rupiah are needed to purchase one United States Dollar. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
IDRAUD=X,IDR/AUD,IDR,AUD,"The foreign exchange rate between the Indonesian Rupiah (IDR) and the Australian Dollar (AUD). It indicates how many Australian Dollars are needed to purchase one Indonesian Rupiah. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
IDRBRL=X,IDR/BRL,IDR,BRL,"The foreign exchange rate between the Indonesian Rupiah (IDR) and the Brazilian Real (BRL). It indicates how many Brazilian Real are needed to purchase one Indonesian Rupiah. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
IDRBRX=X,IDR/BRX,IDR,BRX,,CCY
IDRBWP=X,IDR/BWP,IDR,BWP,"The foreign exchange rate between the Indonesian Rupiah (IDR) and the Botswanan Pula (BWP). It indicates how many Botswanan Pula are needed to purchase one Indonesian Rupiah. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
IDRCAD=X,IDR/CAD,IDR,CAD,"The foreign exchange rate between the Indonesian Rupiah (IDR) and the Canadian Dollar (CAD). It indicates how many Canadian Dollars are needed to purchase one Indonesian Rupiah. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
IDRCAX=X,IDR/CAX,IDR,CAX,,CCY
IDRCHF=X,IDR/CHF,IDR,CHF,"The foreign exchange rate between the Indonesian Rupiah (IDR) and the Swiss Franc (CHF). It indicates how many Swiss Francs are needed to purchase one Indonesian Rupiah. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
IDRCNY=X,IDR/CNY,IDR,CNY,"The foreign exchange rate between the Indonesian Rupiah (IDR) and the Chinese Yuan (CNY). It indicates how many Chinese Yuan are needed to purchase one Indonesian Rupiah. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
IDRCZX=X,IDR/CZX,IDR,CZX,,CCY
IDRDKX=X,IDR/DKX,IDR,DKX,,CCY
IDREUR=X,IDR/EUR,IDR,EUR,"The foreign exchange rate between the Indonesian Rupiah (IDR) and the Euro (EUR). It indicates how many Euros are needed to purchase one Indonesian Rupiah. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
IDRGBP=X,IDR/GBP,IDR,GBP,"The foreign exchange rate between the Indonesian Rupiah (IDR) and the British Pound (GBP). It indicates how many British Pounds are needed to purchase one Indonesian Rupiah. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
IDRGHS=X,IDR/GHS,IDR,GHS,"The foreign exchange rate between the Indonesian Rupiah (IDR) and the Ghanaian Cedi (GHS). It indicates how many Ghanaian Cedis are needed to purchase one Indonesian Rupiah. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
IDRHKD=X,IDR/HKD,IDR,HKD,"The foreign exchange rate between the Indonesian Rupiah (IDR) and the Hong Kong Dollar (HKD). It indicates how many Hong Kong Dollars are needed to purchase one Indonesian Rupiah. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
IDRHUX=X,IDR/HUX,IDR,HUX,,CCY
IDRINR=X,IDR/INR,IDR,INR,"The foreign exchange rate between the Indonesian Rupiah (IDR) and the Indian Rupee (INR). It indicates how many Indian Rupees are needed to purchase one Indonesian Rupiah. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
IDRJPY=X,IDR/JPY,IDR,JPY,"The foreign exchange rate between the Indonesian Rupiah (IDR) and the Japanese Yen (JPY). It indicates how many Japanese Yen are needed to purchase one Indonesian Rupiah. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
IDRKRW=X,IDR/KRW,IDR,KRW,"The foreign exchange rate between the Indonesian Rupiah (IDR) and the South Korean Won (KRW). It indicates how many South Korean Won are needed to purchase one Indonesian Rupiah. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
IDRMYR=X,IDR/MYR,IDR,MYR,"The foreign exchange rate between the Indonesian Rupiah (IDR) and the Malaysian Ringgit (MYR). It indicates how many Malaysian Ringgits are needed to purchase one Indonesian Rupiah. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
IDRMYX=X,IDR/MYX,IDR,MYX,,CCY
IDRNZD=X,IDR/NZD,IDR,NZD,"The foreign exchange rate between the Indonesian Rupiah (IDR) and the New Zealand Dollar (NZD). It indicates how many New Zealand Dollars are needed to purchase one Indonesian Rupiah. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
IDRPHP=X,IDR/PHP,IDR,PHP,"The foreign exchange rate between the Indonesian Rupiah (IDR) and the Philippine Peso (PHP). It indicates how many Philippine Pesos are needed to purchase one Indonesian Rupiah. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
IDRPLX=X,IDR/PLX,IDR,PLX,,CCY
IDRSGD=X,IDR/SGD,IDR,SGD,"The foreign exchange rate between the Indonesian Rupiah (IDR) and the Singapore Dollar (SGD). It indicates how many Singapore Dollars are needed to purchase one Indonesian Rupiah. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
IDRTHB=X,IDR/THB,IDR,THB,"The foreign exchange rate between the Indonesian Rupiah (IDR) and the Thai Baht (THB). It indicates how many Thai Baht are needed to purchase one Indonesian Rupiah. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
IDRTHX=X,IDR/THX,IDR,THX,,CCY
IDRTWD=X,IDR/TWD,IDR,TWD,"The foreign exchange rate between the Indonesian Rupiah (IDR) and the New Taiwan Dollar (TWD). It indicates how many New Taiwan Dollars are needed to purchase one Indonesian Rupiah. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
IDRUSD=X,IDR/USD,IDR,USD,"The foreign exchange rate between the Indonesian Rupiah (IDR) and the United States Dollar (USD). It indicates how many United States Dollars are needed to purchase one Indonesian Rupiah. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
IDRXCU=X,IDR/XCU,IDR,XCU,,CCY
IDRZAR=X,IDR/ZAR,IDR,ZAR,"The foreign exchange rate between the Indonesian Rupiah (IDR) and the South African Rand (ZAR). It indicates how many South African Rand are needed to purchase one Indonesian Rupiah. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
ILS=X,USD/ILS,USD,ILS,"The foreign exchange rate between the United States Dollar (USD) and the Israeli Shekel (ILS). It indicates how many Israeli Shekels are needed to purchase one United States Dollar. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
ILSBRL=X,ILS/BRL,ILS,BRL,"The foreign exchange rate between the Israeli Shekel (ILS) and the Brazilian Real (BRL). It indicates how many Brazilian Real are needed to purchase one Israeli Shekel. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
ILSBRX=X,ILS/BRX,ILS,BRX,,CCY
ILSCHF=X,ILS/CHF,ILS,CHF,"The foreign exchange rate between the Israeli Shekel (ILS) and the Swiss Franc (CHF). It indicates how many Swiss Francs are needed to purchase one Israeli Shekel. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
ILSCZX=X,ILS/CZX,ILS,CZX,,CCY
ILSDKX=X,ILS/DKX,ILS,DKX,,CCY
ILSEUR=X,ILS/EUR,ILS,EUR,"The foreign exchange rate between the Israeli Shekel (ILS) and the Euro (EUR). It indicates how many Euros are needed to purchase one Israeli Shekel. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
ILSGBP=X,ILS/GBP,ILS,GBP,"The foreign exchange rate between the Israeli Shekel (ILS) and the British Pound (GBP). It indicates how many British Pounds are needed to purchase one Israeli Shekel. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
ILSHKD=X,ILS/HKD,ILS,HKD,"The foreign exchange rate between the Israeli Shekel (ILS) and the Hong Kong Dollar (HKD). It indicates how many Hong Kong Dollars are needed to purchase one Israeli Shekel. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
ILSHUX=X,ILS/HUX,ILS,HUX,,CCY
ILSJPY=X,ILS/JPY,ILS,JPY,"The foreign exchange rate between the Israeli Shekel (ILS) and the Japanese Yen (JPY). It indicates how many Japanese Yen are needed to purchase one Israeli Shekel. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
ILSPLN=X,ILS/PLN,ILS,PLN,"The foreign exchange rate between the Israeli Shekel (ILS) and the Polish Zloty (PLN). It indicates how many Polish Zloty are needed to purchase one Israeli Shekel. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
ILSPLX=X,ILS/PLX,ILS,PLX,,CCY
ILSSGD=X,ILS/SGD,ILS,SGD,"The foreign exchange rate between the Israeli Shekel (ILS) and the Singapore Dollar (SGD). It indicates how many Singapore Dollars are needed to purchase one Israeli Shekel. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
ILSTHX=X,ILS/THX,ILS,THX,,CCY
ILSUSD=X,ILS/USD,ILS,USD,"The foreign exchange rate between the Israeli Shekel (ILS) and the United States Dollar (USD). It indicates how many United States Dollars are needed to purchase one Israeli Shekel. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
ILSXDR=X,ILS/XDR,ILS,XDR,,CCY
INR=X,USD/INR,USD,INR,"The foreign exchange rate between the United States Dollar (USD) and the Indian Rupee (INR). It indicates how many Indian Rupees are needed to purchase one United States Dollar. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
INRAED=X,INR/AED,INR,AED,"The foreign exchange rate between the Indian Rupee (INR) and the United Arab Emirates Dirham (AED). It indicates how many United Arab Emirates Dirhams are needed to purchase one Indian Rupee. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
INRAUD=X,INR/AUD,INR,AUD,"The foreign exchange rate between the Indian Rupee (INR) and the Australian Dollar (AUD). It indicates how many Australian Dollars are needed to purchase one Indian Rupee. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
INRBRL=X,INR/BRL,INR,BRL,"The foreign exchange rate between the Indian Rupee (INR) and the Brazilian Real (BRL). It indicates how many Brazilian Real are needed to purchase one Indian Rupee. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
INRBRX=X,INR/BRX,INR,BRX,,CCY
INRBWP=X,INR/BWP,INR,BWP,"The foreign exchange rate between the Indian Rupee (INR) and the Botswanan Pula (BWP). It indicates how many Botswanan Pula are needed to purchase one Indian Rupee. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
INRCAD=X,INR/CAD,INR,CAD,"The foreign exchange rate between the Indian Rupee (INR) and the Canadian Dollar (CAD). It indicates how many Canadian Dollars are needed to purchase one Indian Rupee. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
INRCAX=X,INR/CAX,INR,CAX,,CCY
INRCHF=X,INR/CHF,INR,CHF,"The foreign exchange rate between the Indian Rupee (INR) and the Swiss Franc (CHF). It indicates how many Swiss Francs are needed to purchase one Indian Rupee. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
INRCNY=X,INR/CNY,INR,CNY,"The foreign exchange rate between the Indian Rupee (INR) and the Chinese Yuan (CNY). It indicates how many Chinese Yuan are needed to purchase one Indian Rupee. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
INRCZX=X,INR/CZX,INR,CZX,,CCY
INRDKX=X,INR/DKX,INR,DKX,,CCY
INREUR=X,INR/EUR,INR,EUR,"The foreign exchange rate between the Indian Rupee (INR) and the Euro (EUR). It indicates how many Euros are needed to purchase one Indian Rupee. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
INRGBP=X,INR/GBP,INR,GBP,"The foreign exchange rate between the Indian Rupee (INR) and the British Pound (GBP). It indicates how many British Pounds are needed to purchase one Indian Rupee. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
INRGHS=X,INR/GHS,INR,GHS,"The foreign exchange rate between the Indian Rupee (INR) and the Ghanaian Cedi (GHS). It indicates how many Ghanaian Cedis are needed to purchase one Indian Rupee. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
INRHKD=X,INR/HKD,INR,HKD,"The foreign exchange rate between the Indian Rupee (INR) and the Hong Kong Dollar (HKD). It indicates how many Hong Kong Dollars are needed to purchase one Indian Rupee. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
INRHUX=X,INR/HUX,INR,HUX,,CCY
INRIDR=X,INR/IDR,INR,IDR,"The foreign exchange rate between the Indian Rupee (INR) and the Indonesian Rupiah (IDR). It indicates how many Indonesian Rupiah are needed to purchase one Indian Rupee. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
INRJPY=X,INR/JPY,INR,JPY,"The foreign exchange rate between the Indian Rupee (INR) and the Japanese Yen (JPY). It indicates how many Japanese Yen are needed to purchase one Indian Rupee. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
