symbol,name,currency,summary,family,exchange
GOCXX,Federated Government Obligations Fund,USD,"Federated Government Obligations Fund seeks to provide current income consistent with stability of principal and liquidity by investing in a portfolio of U.S. government securities. The fund invests primarily in obligations issued or guaranteed as to principal and interest by the U.S. government, its agencies or instrumentalities. Federated Hermes, a global investment manager with headquarters in Pittsburgh, Pennsylvania, manages the fund.",Money Market Obligations Trust,NAS
GOEXX,Federated Government Obligations Fund,USD,"Federated Government Obligations Fund seeks to provide current income consistent with stability of principal and liquidity by investing in a portfolio of U.S. government securities. The fund invests primarily in obligations issued or guaranteed as to principal and interest by the U.S. government, its agencies or instrumentalities. Federated Hermes, a global investment manager with headquarters in Pittsburgh, Pennsylvania, manages the fund.",Money Market Obligations Trust,NAS
GOFXX,Federated Government Obligations Fund,USD,"Federated Government Obligations Fund seeks to provide current income consistent with stability of principal and liquidity by investing in a portfolio of U.S. government securities. The fund invests primarily in obligations issued or guaranteed as to principal and interest by the U.S. government, its agencies or instrumentalities. Federated Hermes, a global investment manager with headquarters in Pittsburgh, Pennsylvania, manages the fund.",Money Market Obligations Trust,NAS
GOIXX,Federated Government Obligations Fund,USD,"Federated Government Obligations Fund seeks to provide current income consistent with stability of principal and liquidity by investing in a portfolio of U.S. government securities. The fund invests primarily in obligations issued or guaranteed as to principal and interest by the U.S. government, its agencies or instrumentalities. Federated Hermes, a global investment manager with headquarters in Pittsburgh, Pennsylvania, manages the fund.",Money Market Obligations Trust,NAS
GOPXX,Goldman Sachs Financial Square Prime Obligations Fund,USD,"Goldman Sachs Financial Square Prime Obligations Fund invests primarily in U.S. dollar-denominated obligations of domestic and foreign banks and corporations. The fund seeks to maximize current income to the extent consistent with the preservation of capital and the maintenance of liquidity. Goldman Sachs Asset Management, headquartered in New York, manages the fund.",Goldman Sachs Trust,NAS
GORXX,Federated Government Obligations Fund,USD,"Federated Government Obligations Fund seeks to provide current income consistent with stability of principal and liquidity by investing in a portfolio of U.S. government securities. The fund invests primarily in obligations issued or guaranteed as to principal and interest by the U.S. government, its agencies or instrumentalities. Federated Hermes, a global investment manager with headquarters in Pittsburgh, Pennsylvania, manages the fund.",Money Market Obligations Trust,NAS
GOSXX,Federated Government Obligations Fund,USD,"Federated Government Obligations Fund seeks to provide current income consistent with stability of principal and liquidity by investing in a portfolio of U.S. government securities. The fund invests primarily in obligations issued or guaranteed as to principal and interest by the U.S. government, its agencies or instrumentalities. Federated Hermes, a global investment manager with headquarters in Pittsburgh, Pennsylvania, manages the fund.",Money Market Obligations Trust,NAS
GOTXX,Federated Hermes Government Obligations Tax-Managed Fund,USD,"Federated Hermes Government Obligations Tax-Managed Fund seeks to provide current income while managing its exposure to federal income taxes, consistent with stability of principal and liquidity, by investing in a portfolio of U.S. government securities. The fund invests primarily in obligations issued or guaranteed as to principal and interest by the U.S. government, its agencies or instrumentalities. Federated Hermes, a global investment manager based in Pittsburgh, Pennsylvania, manages the fund.",Money Market Obligations Trust,NAS
GOVXX,Federated Government Obligations Fund,USD,"Federated Government Obligations Fund seeks to provide current income consistent with stability of principal and liquidity by investing in a portfolio of U.S. government securities. The fund invests primarily in obligations issued or guaranteed as to principal and interest by the U.S. government, its agencies or instrumentalities. Federated Hermes, a global investment manager with headquarters in Pittsburgh, Pennsylvania, manages the fund.",Money Market Obligations Trust,NAS
GPFXX,Goldman Sachs Financial Square Federal Fund,USD,"Goldman Sachs Financial Square Federal Fund invests primarily in securities issued or guaranteed by the U.S. government or its agencies and instrumentalities, and repurchase agreements secured by such securities. The fund seeks to maximize current income to the extent consistent with the preservation of capital and the maintenance of liquidity. Goldman Sachs Asset Management, based in New York City, manages the fund.",Goldman Sachs Trust,NAS
GPGXX,Goldman Sachs Financial Square Government Fund,USD,"Goldman Sachs Financial Square Government Fund seeks to maximize current income to the extent consistent with preservation of capital and liquidity by investing in government securities. The fund invests primarily in securities issued or guaranteed by the U.S. government or its agencies and repurchase agreements secured by such securities. It is managed by Goldman Sachs Asset Management, headquartered in New York City.",Goldman Sachs Trust,NAS
GPIXX,Goldman Sachs Financial Square Treasury Instruments Fund,USD,"Goldman Sachs Financial Square Treasury Instruments Fund invests primarily in U.S. Treasury securities, repurchase agreements collateralized by U.S. Treasury securities, and cash. The fund aims to provide current income while maintaining liquidity and preserving capital. The fund is managed by Goldman Sachs Asset Management, based in New York.",Goldman Sachs Trust,NAS
GPMXX,Goldman Sachs Financial Square Money Market Fund,USD,"Goldman Sachs Financial Square Money Market Fund seeks to maximize current income to the extent consistent with preservation of capital and liquidity. The fund invests in a broad range of money market instruments. Goldman Sachs Asset Management, headquartered in New York, manages the fund.",Goldman Sachs Trust,NAS
GPOXX,Goldman Sachs Financial Square Treasury Obligations Fund,USD,"Goldman Sachs Financial Square Treasury Obligations Fund invests primarily in U.S. Treasury securities and repurchase agreements collateralized by U.S. Treasury securities. The fund aims to provide current income while maintaining liquidity and preserving capital. Goldman Sachs Asset Management, located in New York, manages the fund.",Goldman Sachs Trust,NAS
GPPXX,Goldman Sachs Financial Square Prime Obligations Fund,USD,"Goldman Sachs Financial Square Prime Obligations Fund invests primarily in U.S. dollar-denominated obligations of domestic and foreign banks and corporations. The fund seeks to maximize current income to the extent consistent with the preservation of capital and the maintenance of liquidity. Goldman Sachs Asset Management, headquartered in New York, manages the fund.",Goldman Sachs Trust,NAS
GPRXX,Goldman Sachs Financial Square Money Market Fund,USD,"Goldman Sachs Financial Square Money Market Fund seeks to maximize current income to the extent consistent with preservation of capital and liquidity. The fund invests in a broad range of money market instruments. Goldman Sachs Asset Management, headquartered in New York, manages the fund.",Goldman Sachs Trust,NAS
GPTXX,Goldman Sachs Investor Tax-Exempt Money Market Fund,USD,"Goldman Sachs Investor Tax-Exempt Money Market Fund seeks to provide current income exempt from federal income taxes, consistent with preservation of capital and liquidity. The fund invests primarily in municipal securities. Goldman Sachs Asset Management, headquartered in New York, manages the fund.",Goldman Sachs Trust,NAS
GPVXX,Invesco Government & Agency Portfolio,USD,"Invesco Government & Agency Portfolio seeks to provide current income consistent with the preservation of capital and maintenance of liquidity by investing in government and agency securities. The fund invests primarily in securities issued or guaranteed by the U.S. government and its agencies. Invesco, a global investment management firm headquartered in Atlanta, Georgia, manages the fund.",Short-Term Investment Trust,NAS
GRAXX,Federated Hermes Government Reserves Fund,USD,"Federated Hermes Government Reserves Fund seeks to provide current income consistent with stability of principal and liquidity by investing in a portfolio of U.S. government securities. The fund invests primarily in obligations issued or guaranteed as to principal and interest by the U.S. government, its agencies or instrumentalities, and repurchase agreements backed by such securities. Federated Hermes, a global investment manager with headquarters in Pittsburgh, Pennsylvania, manages the fund.",Money Market Obligations Trust,NAS
GRBXX,Federated Hermes Government Reserves Fund,USD,"Federated Hermes Government Reserves Fund seeks to provide current income consistent with stability of principal and liquidity by investing in a portfolio of U.S. government securities. The fund invests primarily in obligations issued or guaranteed as to principal and interest by the U.S. government, its agencies or instrumentalities, and repurchase agreements backed by such securities. Federated Hermes, a global investment manager with headquarters in Pittsburgh, Pennsylvania, manages the fund.",Money Market Obligations Trust,NAS
GRCXX,Federated Hermes Government Reserves Fund,USD,"Federated Hermes Government Reserves Fund seeks to provide current income consistent with stability of principal and liquidity by investing in a portfolio of U.S. government securities. The fund invests primarily in obligations issued or guaranteed as to principal and interest by the U.S. government, its agencies or instrumentalities, and repurchase agreements backed by such securities. Federated Hermes, a global investment manager with headquarters in Pittsburgh, Pennsylvania, manages the fund.",Money Market Obligations Trust,NAS
GREXX,Goldman Sachs Financial Square Money Market Fund,USD,"Goldman Sachs Financial Square Money Market Fund seeks to maximize current income to the extent consistent with preservation of capital and liquidity. The fund invests in a broad range of money market instruments. Goldman Sachs Asset Management, headquartered in New York, manages the fund.",Goldman Sachs Trust,NAS
GRFXX,Federated Hermes Government Reserves Fund,USD,"Federated Hermes Government Reserves Fund seeks to provide current income consistent with stability of principal and liquidity by investing in a portfolio of U.S. government securities. The fund invests primarily in obligations issued or guaranteed as to principal and interest by the U.S. government, its agencies or instrumentalities, and repurchase agreements backed by such securities. Federated Hermes, a global investment manager with headquarters in Pittsburgh, Pennsylvania, manages the fund.",Money Market Obligations Trust,NAS
GRGXX,Federated Hermes Government Reserves Fund,USD,"Federated Hermes Government Reserves Fund seeks to provide current income consistent with stability of principal and liquidity by investing in a portfolio of U.S. government securities. The fund invests primarily in obligations issued or guaranteed as to principal and interest by the U.S. government, its agencies or instrumentalities, and repurchase agreements backed by such securities. Federated Hermes, a global investment manager with headquarters in Pittsburgh, Pennsylvania, manages the fund.",Money Market Obligations Trust,NAS
GRTXX,Federated Government Obligations Fund,USD,"Federated Government Obligations Fund seeks to provide current income consistent with stability of principal and liquidity by investing in a portfolio of U.S. government securities. The fund invests primarily in obligations issued or guaranteed as to principal and interest by the U.S. government, its agencies or instrumentalities. Federated Hermes, a global investment manager with headquarters in Pittsburgh, Pennsylvania, manages the fund.",Money Market Obligations Trust,NAS
GSBXX,General Government Securities Money Market,USD,General Government Securities Money Market invests in short-term U.S. government securities. The fund seeks current income while preserving capital and liquidity. Details about its specific management firm require additional context.,"General Government Securities Money Market Funds, Inc.",NAS
GSCXX,Goldman Sachs Financial Square Money Market Fund,USD,"Goldman Sachs Financial Square Money Market Fund seeks to maximize current income to the extent consistent with preservation of capital and liquidity. The fund invests in a broad range of money market instruments. Goldman Sachs Asset Management, headquartered in New York, manages the fund.",Goldman Sachs Trust,NAS
GSGXX,Goldman Sachs Financial Square Government Fund,USD,"Goldman Sachs Financial Square Government Fund seeks to maximize current income to the extent consistent with preservation of capital and liquidity by investing in government securities. The fund invests primarily in securities issued or guaranteed by the U.S. government or its agencies and repurchase agreements secured by such securities. It is managed by Goldman Sachs Asset Management, headquartered in New York City.",Goldman Sachs Trust,NAS
GSIXX,Goldman Sachs Financial Square Treasury Instruments Fund,USD,"Goldman Sachs Financial Square Treasury Instruments Fund invests primarily in U.S. Treasury securities, repurchase agreements collateralized by U.S. Treasury securities, and cash. The fund aims to provide current income while maintaining liquidity and preserving capital. The fund is managed by Goldman Sachs Asset Management, based in New York.",Goldman Sachs Trust,NAS
GSMXX,Goldman Sachs Financial Square Money Market Fund,USD,"Goldman Sachs Financial Square Money Market Fund seeks to maximize current income to the extent consistent with preservation of capital and liquidity. The fund invests in a broad range of money market instruments. Goldman Sachs Asset Management, headquartered in New York, manages the fund.",Goldman Sachs Trust,NAS
GSOXX,Goldman Sachs Financial Square Treasury Obligations Fund,USD,"Goldman Sachs Financial Square Treasury Obligations Fund invests primarily in U.S. Treasury securities and repurchase agreements collateralized by U.S. Treasury securities. The fund aims to provide current income while maintaining liquidity and preserving capital. Goldman Sachs Asset Management, located in New York, manages the fund.",Goldman Sachs Trust,NAS
GSPXX,Goldman Sachs Financial Square Prime Obligations Fund,USD,"Goldman Sachs Financial Square Prime Obligations Fund invests primarily in U.S. dollar-denominated obligations of domestic and foreign banks and corporations. The fund seeks to maximize current income to the extent consistent with the preservation of capital and the maintenance of liquidity. Goldman Sachs Asset Management, headquartered in New York, manages the fund.",Goldman Sachs Trust,NAS
GSTXX,Goldman Sachs Investor Tax-Exempt Money Market Fund,USD,"Goldman Sachs Investor Tax-Exempt Money Market Fund seeks to provide current income exempt from federal income taxes, consistent with preservation of capital and liquidity. The fund invests primarily in municipal securities. Goldman Sachs Asset Management, headquartered in New York, manages the fund.",Goldman Sachs Trust,NAS
GTAXX,General Treasury Securities Money Market Fu,USD,General Treasury Securities Money Market Fu invests in short-term U.S. Treasury securities. The fund seeks current income while preserving capital and liquidity. The specific management firm and location details require further context.,"General Government Securities Money Market Funds, Inc.",NAS
GTBXX,General Treasury Securities Money Market Fu,USD,General Treasury Securities Money Market Fu invests in short-term U.S. Treasury securities. The fund seeks current income while preserving capital and liquidity. The specific management firm and location details require further context.,"General Government Securities Money Market Funds, Inc.",NAS
GTFXX,General Treasury Securities Money Market Fu,USD,General Treasury Securities Money Market Fu invests in short-term U.S. Treasury securities. The fund seeks current income while preserving capital and liquidity. The specific management firm and location details require further context.,"General Government Securities Money Market Funds, Inc.",NAS
GTMXX,"General Municipal Money Market Funds, Inc.",USD,"General Municipal Money Market Funds, Inc. invests in short-term municipal securities. The fund seeks to provide tax-exempt income while preserving capital and maintaining liquidity. The fund is part of a suite of funds managed to provide investors with options for various investment goals and risk tolerances.",,NAS
GTOXX,Goldman Sachs Financial Square Treasury Obligations Fund,USD,"Goldman Sachs Financial Square Treasury Obligations Fund invests primarily in U.S. Treasury securities and repurchase agreements collateralized by U.S. Treasury securities. The fund aims to provide current income while maintaining liquidity and preserving capital. Goldman Sachs Asset Management, located in New York, manages the fund.",Goldman Sachs Trust,NAS
GTPXX,Goldman Sachs Financial Square Treasury Obligations Fund,USD,"Goldman Sachs Financial Square Treasury Obligations Fund invests primarily in U.S. Treasury securities and repurchase agreements collateralized by U.S. Treasury securities. The fund aims to provide current income while maintaining liquidity and preserving capital. Goldman Sachs Asset Management, located in New York, manages the fund.",Goldman Sachs Trust,NAS
GTRXX,Goldman Sachs Financial Square Treasury Obligations Fund,USD,"Goldman Sachs Financial Square Treasury Obligations Fund invests primarily in U.S. Treasury securities and repurchase agreements collateralized by U.S. Treasury securities. The fund aims to provide current income while maintaining liquidity and preserving capital. Goldman Sachs Asset Management, located in New York, manages the fund.",Goldman Sachs Trust,NAS
GTSXX,Federated Hermes Government Obligations Tax-Managed Fund,USD,"Federated Hermes Government Obligations Tax-Managed Fund seeks to provide current income while managing its exposure to federal income taxes, consistent with stability of principal and liquidity, by investing in a portfolio of U.S. government securities. The fund invests primarily in obligations issued or guaranteed as to principal and interest by the U.S. government, its agencies or instrumentalities. Federated Hermes, a global investment manager based in Pittsburgh, Pennsylvania, manages the fund.",Money Market Obligations Trust,NAS
GVCXX,Goldman Sachs Financial Square Government Fund,USD,"Goldman Sachs Financial Square Government Fund seeks to maximize current income to the extent consistent with preservation of capital and liquidity by investing in government securities. The fund invests primarily in securities issued or guaranteed by the U.S. government or its agencies and repurchase agreements secured by such securities. It is managed by Goldman Sachs Asset Management, headquartered in New York City.",Goldman Sachs Trust,NAS
GVIXX,Government Money Market Fund,USD,"Government Money Market Fund seeks to provide current income consistent with the preservation of capital and the maintenance of liquidity, investing in short-term government securities. The fund primarily invests in obligations issued or guaranteed by the U.S. government and its agencies. Further details about the specific management firm are needed.",Wells Fargo Funds Trust,NAS
GVMXX,State Street U.S. Government Money Market Portfolio,USD,"State Street U.S. Government Money Market Portfolio seeks to maximize current income to the extent consistent with the preservation of capital and maintenance of liquidity by investing in government securities. The fund invests primarily in U.S. government securities and repurchase agreements secured by such securities. State Street Corporation, a global financial services provider headquartered in Boston, Massachusetts, manages the fund.",State Street Master Funds,NAS
GVRXX,Goldman Sachs Financial Square Government Fund,USD,"Goldman Sachs Financial Square Government Fund seeks to maximize current income to the extent consistent with preservation of capital and liquidity by investing in government securities. The fund invests primarily in securities issued or guaranteed by the U.S. government or its agencies and repurchase agreements secured by such securities. It is managed by Goldman Sachs Asset Management, headquartered in New York City.",Goldman Sachs Trust,NAS
GVVXX,State Street U.S. Government Money Market Portfolio,USD,"State Street U.S. Government Money Market Portfolio seeks to maximize current income to the extent consistent with the preservation of capital and maintenance of liquidity by investing in government securities. The fund invests primarily in U.S. government securities and repurchase agreements secured by such securities. State Street Corporation, a global financial services provider headquartered in Boston, Massachusetts, manages the fund.",State Street Master Funds,NAS
GXCXX,Goldman Sachs Investor Tax-Exempt Money Market Fund,USD,"Goldman Sachs Investor Tax-Exempt Money Market Fund seeks to provide current income exempt from federal income taxes, consistent with preservation of capital and liquidity. The fund invests primarily in municipal securities. Goldman Sachs Asset Management, headquartered in New York, manages the fund.",Goldman Sachs Trust,NAS
GXPXX,Goldman Sachs Investor Tax-Exempt Money Market Fund,USD,"Goldman Sachs Investor Tax-Exempt Money Market Fund seeks to provide current income exempt from federal income taxes, consistent with preservation of capital and liquidity. The fund invests primarily in municipal securities. Goldman Sachs Asset Management, headquartered in New York, manages the fund.",Goldman Sachs Trust,NAS
GXRXX,Goldman Sachs Investor Tax-Exempt Money Market Fund,USD,"Goldman Sachs Investor Tax-Exempt Money Market Fund seeks to provide current income exempt from federal income taxes, consistent with preservation of capital and liquidity. The fund invests primarily in municipal securities. Goldman Sachs Asset Management, headquartered in New York, manages the fund.",Goldman Sachs Trust,NAS
HARXX,Harbor Money Market Fund,USD,"Harbor Money Market Fund aims to provide shareholders with current income consistent with preserving capital and liquidity through investment in high-quality, short-term money market instruments. The fund operates under the Harbor Capital Advisors, Inc., based in Chicago, Illinois. It seeks to maintain a stable net asset value, usually $1.00 per share, while adhering to a conservative investment approach.",Harbor Funds,NAS
HBIXX,HSBC U.S. Treasury Money Market Fund,USD,"HSBC U.S. Treasury Money Market Fund seeks to maximize current income to the extent consistent with the preservation of capital and maintenance of liquidity by investing exclusively in U.S. Treasury securities, repurchase agreements collateralized by U.S. Treasury securities and cash. The fund is designed to provide investors with a high degree of safety and liquidity. HSBC, headquartered in London, is a global financial services company.",HSBC Funds,NAS
HCAXX,,USD,,,NAS
HCCXX,,USD,,,NAS
HCDXX,,USD,,,NAS
HCMXX,,USD,,,NAS
HCTXX,,USD,,,NAS
HCYXX,,USD,,,NAS
HEWXX,Hewitt Money Market Fund,USD,,,NAS
HGDXX,HSBC U.S. Government Money Market Fund,USD,"HSBC U.S. Government Money Market Fund seeks to maximize current income to the extent consistent with the preservation of capital and maintenance of liquidity by investing in U.S. government securities, repurchase agreements collateralized by U.S. government securities and cash. The fund aims to offer a high degree of safety and liquidity. HSBC, with its headquarters in London, operates as a global financial institution.",HSBC Funds,NAS
HGEXX,HSBC U.S. Government Money Market Fund,USD,"HSBC U.S. Government Money Market Fund seeks to maximize current income to the extent consistent with the preservation of capital and maintenance of liquidity by investing in U.S. government securities, repurchase agreements collateralized by U.S. government securities and cash. The fund aims to offer a high degree of safety and liquidity. HSBC, with its headquarters in London, operates as a global financial institution.",HSBC Funds,NAS
HGFXX,HSBC U.S. Government Money Market Fund,USD,"HSBC U.S. Government Money Market Fund seeks to maximize current income to the extent consistent with the preservation of capital and maintenance of liquidity by investing in U.S. government securities, repurchase agreements collateralized by U.S. government securities and cash. The fund aims to offer a high degree of safety and liquidity. HSBC, with its headquarters in London, operates as a global financial institution.",HSBC Funds,NAS
HGGXX,HSBC U.S. Government Money Market Fund,USD,"HSBC U.S. Government Money Market Fund seeks to maximize current income to the extent consistent with the preservation of capital and maintenance of liquidity by investing in U.S. government securities, repurchase agreements collateralized by U.S. government securities and cash. The fund aims to offer a high degree of safety and liquidity. HSBC, with its headquarters in London, operates as a global financial institution.",HSBC Funds,NAS
HGIXX,HSBC U.S. Government Money Market Fund,USD,"HSBC U.S. Government Money Market Fund seeks to maximize current income to the extent consistent with the preservation of capital and maintenance of liquidity by investing in U.S. government securities, repurchase agreements collateralized by U.S. government securities and cash. The fund aims to offer a high degree of safety and liquidity. HSBC, with its headquarters in London, operates as a global financial institution.",HSBC Funds,NAS
HGOXX,JPMorgan U.S. Treasury Plus Money Market Fund,USD,"JPMorgan U.S. Treasury Plus Money Market Fund seeks to maximize current income to the extent consistent with the preservation of capital and maintenance of liquidity by investing primarily in U.S. Treasury securities and repurchase agreements backed by U.S. Treasury securities, and other eligible securities. JPMorgan Chase & Co., headquartered in New York City, is a leading global financial services firm. The fund offers investors a focus on safety and liquidity.",JPMorgan Trust II,NAS
HHPXX,,USD,,,NAS
HLCXX,,USD,,,NAS
HLPXX,JPMorgan Liquid Assets Money Market Fund,USD,"JPMorgan Liquid Assets Money Market Fund aims to maximize current income consistent with the preservation of capital and liquidity. It invests in a diversified portfolio of high-quality, short-term money market instruments. JPMorgan Chase & Co., a global financial services leader based in New York City, manages the fund.",JPMorgan Trust II,NAS
HPIXX,JPMorgan Liquid Assets Money Market Fund,USD,"JPMorgan Liquid Assets Money Market Fund aims to maximize current income consistent with the preservation of capital and liquidity. It invests in a diversified portfolio of high-quality, short-term money market instruments. JPMorgan Chase & Co., a global financial services leader based in New York City, manages the fund.",JPMorgan Trust II,NAS
HRMXX,Harbor Money Market Fund,USD,"Harbor Money Market Fund seeks to provide current income consistent with liquidity and preservation of capital by investing in high-quality, short-term money market instruments. Harbor Capital Advisors, Inc. serves as the investment advisor, offering a range of investment solutions. The fund is designed for investors seeking a conservative approach to cash management.",Harbor Funds,NAS
HTDXX,HSBC U.S. Treasury Money Market Fund,USD,"HSBC U.S. Treasury Money Market Fund seeks to maximize current income to the extent consistent with the preservation of capital and maintenance of liquidity by investing exclusively in U.S. Treasury securities, repurchase agreements collateralized by U.S. Treasury securities and cash. The fund is designed to provide investors with a high degree of safety and liquidity. HSBC, headquartered in London, is a global financial services company.",HSBC Funds,NAS
HTEXX,HSBC U.S. Treasury Money Market Fund,USD,"HSBC U.S. Treasury Money Market Fund seeks to maximize current income to the extent consistent with the preservation of capital and maintenance of liquidity by investing exclusively in U.S. Treasury securities, repurchase agreements collateralized by U.S. Treasury securities and cash. The fund is designed to provide investors with a high degree of safety and liquidity. HSBC, headquartered in London, is a global financial services company.",HSBC Funds,NAS
HTFXX,HSBC U.S. Treasury Money Market Fund,USD,"HSBC U.S. Treasury Money Market Fund seeks to maximize current income to the extent consistent with the preservation of capital and maintenance of liquidity by investing exclusively in U.S. Treasury securities, repurchase agreements collateralized by U.S. Treasury securities and cash. The fund is designed to provide investors with a high degree of safety and liquidity. HSBC, headquartered in London, is a global financial services company.",HSBC Funds,NAS
HTGXX,HSBC U.S. Treasury Money Market Fund,USD,"HSBC U.S. Treasury Money Market Fund seeks to maximize current income to the extent consistent with the preservation of capital and maintenance of liquidity by investing exclusively in U.S. Treasury securities, repurchase agreements collateralized by U.S. Treasury securities and cash. The fund is designed to provide investors with a high degree of safety and liquidity. HSBC, headquartered in London, is a global financial services company.",HSBC Funds,NAS
HTIXX,JPMorgan U.S. Treasury Plus Money Market Fund,USD,"JPMorgan U.S. Treasury Plus Money Market Fund seeks to maximize current income to the extent consistent with the preservation of capital and maintenance of liquidity by investing primarily in U.S. Treasury securities and repurchase agreements backed by U.S. Treasury securities, and other eligible securities. JPMorgan Chase & Co., headquartered in New York City, is a leading global financial services firm. The fund offers investors a focus on safety and liquidity.",JPMorgan Trust II,NAS
HTOXX,JPMorgan Municipal Money Market Fund,USD,"JPMorgan Municipal Money Market Fund seeks to provide current income exempt from federal income tax, consistent with the preservation of capital and liquidity, by investing in short-term municipal obligations. JPMorgan Chase & Co., headquartered in New York City, manages the fund. The fund offers tax-advantaged investment options for investors.",JPMorgan Trust II,NAS
HTSXX,JPMorgan 100% U.S. Treasury Securities Money Market Fund,USD,"JPMorgan 100% U.S. Treasury Securities Money Market Fund seeks to maximize current income to the extent consistent with the preservation of capital and maintenance of liquidity by investing exclusively in U.S. Treasury securities and repurchase agreements backed by U.S. Treasury securities. The fund aims to provide investors with a high level of safety. JPMorgan Chase & Co., headquartered in New York City, is a leading global financial services firm.",JPMorgan Trust I,NAS
HTYXX,HSBC U.S. Treasury Money Market Fund,USD,"HSBC U.S. Treasury Money Market Fund seeks to maximize current income to the extent consistent with the preservation of capital and maintenance of liquidity by investing exclusively in U.S. Treasury securities, repurchase agreements collateralized by U.S. Treasury securities and cash. The fund is designed to provide investors with a high degree of safety and liquidity. HSBC, headquartered in London, is a global financial services company.",HSBC Funds,NAS
HUAXX,Fedfund Mischler Financial Group Fund,USD,,Blackrock Liquidity Funds,NAS
HUCXX,HSBC U.S. Treasury Money Market,USD,"HSBC U.S. Treasury Money Market seeks to maximize current income to the extent consistent with the preservation of capital and maintenance of liquidity by investing exclusively in U.S. Treasury securities, repurchase agreements collateralized by U.S. Treasury securities and cash. This fund is designed to provide a high degree of safety and liquidity. HSBC, a global financial institution headquartered in London, manages this fund.",,NAS
HUMXX,HSBC U.S. Government Money Mark,USD,"HSBC U.S. Government Money Mark seeks to maximize current income to the extent consistent with the preservation of capital and maintenance of liquidity by investing in U.S. government securities, repurchase agreements collateralized by U.S. government securities and cash. The fund aims to offer a high degree of safety and liquidity. HSBC, with its headquarters in London, operates as a global financial institution.",,NAS
HUNXX,,USD,,,NAS
HWAXX,HSBC U.S. Treasury Money Market,USD,"HSBC U.S. Treasury Money Market Fund seeks to maximize current income to the extent consistent with the preservation of capital and maintenance of liquidity by investing exclusively in U.S. Treasury securities, repurchase agreements collateralized by U.S. Treasury securities and cash. The fund is designed to provide investors with a high degree of safety and liquidity. HSBC, headquartered in London, is a global financial services company.",,NAS
IAAXX,Ivy Cash Management Fund,USD,"Ivy Cash Management Fund seeks to provide current income consistent with the preservation of capital and liquidity by investing in a diversified portfolio of high-quality, short-term money market instruments. Ivy Investments, based in Overland Park, Kansas, is the investment adviser. The fund is designed for investors seeking a conservative cash management strategy.",Ivy Funds,NAS
IABXX,Ivy Cash Management Fund,USD,"Ivy Cash Management Fund seeks to provide current income consistent with the preservation of capital and liquidity by investing in a diversified portfolio of high-quality, short-term money market instruments. Ivy Investments, based in Overland Park, Kansas, is the investment adviser. The fund is designed for investors seeking a conservative cash management strategy.",Ivy Funds,NAS
IACXX,Ivy Cash Management Fund,USD,"Ivy Cash Management Fund seeks to provide current income consistent with the preservation of capital and liquidity by investing in a diversified portfolio of high-quality, short-term money market instruments. Ivy Investments, based in Overland Park, Kansas, is the investment adviser. The fund is designed for investors seeking a conservative cash management strategy.",Ivy Funds,NAS
IADXX,,USD,,,NAS
ICAXX,Government Money Market Fund,USD,"Government Money Market Fund aims to provide current income consistent with preserving capital and maintaining liquidity. It invests in a variety of short-term U.S. government securities, repurchase agreements, and cash. The fund is designed for investors seeking a low-risk option for their short-term cash.",Deutsche Money Market Trust,NAS
ICFXX,T. Rowe Price Institutional Cash Reserves Fund,USD,"T. Rowe Price Institutional Cash Reserves Fund seeks to provide a high level of current income consistent with the preservation of capital and maintenance of liquidity by investing in a diversified portfolio of high-quality, short-term money market instruments. T. Rowe Price, headquartered in Baltimore, Maryland, is a global investment management firm. The fund is designed for institutional investors seeking a conservative approach to cash management.","T. Rowe Price Institutional Income Funds, Inc.",NAS
ICTXX,DWS Treasury Portfolio,USD,"DWS Treasury Portfolio seeks current income consistent with stability of principal and liquidity by investing exclusively in U.S. Treasury securities, repurchase agreements collateralized by U.S. Treasury securities, and cash. DWS Group, headquartered in Frankfurt, Germany, is a global asset management firm. The fund provides investors with a focus on safety and liquidity.",Investors Cash Trust,NAS
IDSXX,Columbia Government Money Market Fund,USD,"Columbia Government Money Market Fund seeks to maximize current income to the extent consistent with the preservation of capital and the maintenance of liquidity by investing in U.S. government securities, repurchase agreements collateralized by U.S. government securities and cash. Columbia Threadneedle Investments, headquartered in Minneapolis, manages the fund. The fund aims to provide a high degree of safety and liquidity.",Columbia Funds Series Trust II ,NAS
IDYXX,Columbia Government Money Market Fund,USD,"Columbia Government Money Market Fund seeks to maximize current income to the extent consistent with the preservation of capital and the maintenance of liquidity by investing in U.S. government securities, repurchase agreements collateralized by U.S. government securities and cash. Columbia Threadneedle Investments, headquartered in Minneapolis, manages the fund. The fund aims to provide a high degree of safety and liquidity.",Columbia Funds Series Trust II ,NAS
IEAXX,,USD,,,NAS
IEDXX,,USD,,,NAS
IESXX,,USD,,,NAS
IEXXX,,USD,,,NAS
IFAXX,,USD,,,NAS
IFDXX,,USD,,,NAS
IFSXX,,USD,,,NAS
IIMXX,,USD,,,NAS
IJGXX,JPMorgan U.S. Government Money Market Fund,USD,"JPMorgan U.S. Government Money Market Fund seeks to maximize current income to the extent consistent with the preservation of capital and maintenance of liquidity by investing in U.S. government securities and repurchase agreements collateralized fully by U.S. government securities. JPMorgan Chase & Co., headquartered in New York City, is a leading global financial services firm. The fund offers investors a focus on safety and liquidity.",JPMorgan Trust II,NAS
